contest_id,election_date,election_type,primary_party,is_voter_statistics,question_number,question_text,question_type,question_grouping,office_name,district_type,district_name,candidate_name,is_pseudocandidate,candidate_party,candidate_party_2,candidate_party3,candidate_for_retention_or_recall,granular_division_type,granular_division_name,votes
3707,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",1,"Susan Lontine",0,Democratic,,,,County,Denver,7361
3707,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",1,"Susan Lontine",0,Democratic,,,,County,Jefferson,34
3707,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",1,"Total Votes Cast",1,,,,,County,Denver,7361
3707,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",1,"Total Ballots Cast",1,,,,,County,Denver,7361
3707,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",1,"Total Votes Cast",1,,,,,County,Jefferson,34
3707,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",1,"Total Ballots Cast",1,,,,,County,Jefferson,34
3713,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",4,"Robert ""Dave"" John",0,Republican,,,,County,Denver,1529
3713,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",4,"Total Votes Cast",1,,,,,County,Denver,1529
3713,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",4,"Total Ballots Cast",1,,,,,County,Denver,1529
3719,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",8,"Leslie Herod",0,Democratic,,,,County,Denver,18699
3719,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",8,"Total Votes Cast",1,,,,,County,Denver,18699
3719,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",8,"Total Ballots Cast",1,,,,,County,Denver,18699
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Angel Christine Saunders",0,Republican,,,,County,Arapahoe,57
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Angel Christine Saunders",0,Republican,,,,County,Denver,1206
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Bob Lane",0,Republican,,,,County,Arapahoe,187
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Bob Lane",0,Republican,,,,County,Denver,2740
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Total Votes Cast",1,,,,,County,Arapahoe,244
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Total Ballots Cast",1,,,,,County,Arapahoe,244
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Total Votes Cast",1,,,,,County,Denver,3946
3721,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",9,"Total Ballots Cast",1,,,,,County,Denver,3946
3723,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",10,"Murl S. Hendrickson IV",0,Republican,,,,County,Boulder,1658
3723,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",10,"Total Votes Cast",1,,,,,County,Boulder,1658
3723,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",10,"Total Ballots Cast",1,,,,,County,Boulder,1658
3724,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",11,"Jonathan Singer",0,Democratic,,,,County,Boulder,10863
3724,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",11,"Total Votes Cast",1,,,,,County,Boulder,10863
3724,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",11,"Total Ballots Cast",1,,,,,County,Boulder,10863
3725,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",11,"Brian O. Donahue",0,Republican,,,,County,Boulder,4943
3725,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",11,"Total Votes Cast",1,,,,,County,Boulder,4943
3725,"2018-06-26 00:00:00",Primary,Republican,0,,,,,"State Representative","State Representative District",11,"Total Ballots Cast",1,,,,,County,Boulder,4943
3728,"2018-06-26 00:00:00",Primary,Democratic,0,,,,,"State Representative","State Representative District",13,"K.C. Becker",0,Democratic,,,,County,Boulder,8968
